Angle,Distance,Outer Left,Left,Centre,Right,Outer Right,Bump Left,Bump Right
0,10,21312,3368,2960,3316,20552,1044,760
0,10,21304,3368,2964,3316,20608,1044,752
0,10,21352,3364,2960,3312,20600,1044,752
0,10,21308,3372,2964,3320,20600,1044,760
0,10,21308,3364,2964,3312,20548,1044,760
0,10,21256,3368,2960,3316,20552,1048,756
0,10,21256,3364,2964,3312,20548,1044,756
0,10,21248,3364,2964,3312,20600,1048,756
0,10,21248,3364,2956,3312,20552,1044,752
0,10,21308,3360,2960,3360,20496,1044,748
0,10,21248,3416,2964,3316,20548,1048,756
0,10,21304,3368,2956,3260,20552,1092,752
0,10,21300,3364,2956,3308,20548,1092,748
0,10,21304,3372,2964,3312,20504,1044,756
0,10,21308,3364,2964,3312,20496,1048,756
0,10,21360,3372,2956,3316,20548,1044,756
0,10,21256,3372,2964,3268,20504,1044,752
0,10,21300,3364,2960,3260,20548,1044,748
0,10,21248,3364,2956,3312,20496,1044,752
0,10,21264,3324,2912,3272,20504,1044,756
0,10,21348,3364,2960,3312,20920,1048,756
0,10,21308,3364,2960,3312,20496,1044,752
0,10,21672,3364,2956,3312,20920,1048,748
0,10,21304,3364,2964,3312,20504,1044,756
0,10,21308,3364,2964,3312,20496,1044,760
0,10,21300,3364,2960,3312,20496,1044,752
0,10,21308,3364,3012,3260,20496,1044,752
0,10,21308,3364,2964,3312,20500,1044,760
0,10,21264,3372,2964,3268,20504,1048,760
0,10,21308,3372,2964,3268,20504,1048,752
0,11,29664,5684,5232,5896,31228,1792,1452
0,11,29716,5684,5228,6048,31276,1788,1452
0,11,29712,5728,5228,5880,31384,1784,1452
0,11,29716,5732,5236,5892,31280,1796,1456
0,11,29668,5736,5232,5896,31224,1796,1452
0,11,29664,5728,5232,5896,31280,1792,1452
0,11,29720,5736,5232,5888,31332,1792,1456
0,11,29720,5692,5236,5896,31448,1796,1464
0,11,29768,5732,5232,5892,31440,1792,1456
0,11,29772,5740,5236,5896,31396,1796,1456
0,11,29708,5832,5232,5936,31432,1784,1548
0,11,29720,5740,5228,5892,31392,1796,1456
0,11,29768,5732,5236,5892,31388,1796,1456
0,11,29720,5692,5232,5896,31396,1796,1464
0,11,29720,5740,5228,5892,31388,1796,1452
0,11,29664,5732,5236,5892,31388,1796,1456
0,11,29724,5692,5232,5896,31504,1800,1460
0,11,29716,5736,5236,6048,31440,1792,1460
0,11,29768,5732,5236,5892,31392,1796,1456
0,11,29720,5740,5236,5896,31396,1796,1464
0,11,29716,5732,5232,5896,31552,1792,1452
0,11,29816,5736,5232,5896,31492,1792,1456
0,11,29716,5732,5228,5892,31384,1796,1452
0,11,29764,5728,5228,5884,31116,1784,1452
0,11,29720,5736,5232,5888,31064,1792,1452
0,11,29720,5692,5232,5896,31172,1796,1452
0,11,29764,5832,5228,5892,31172,1788,1452
0,11,29776,5696,5188,5900,31132,1800,1464
0,11,29772,5740,5232,5896,31228,1796,1460
0,11,29712,5740,5232,5896,31176,1796,1460
0,12,41188,9516,8968,9988,43784,2784,2344
0,12,41192,9520,9016,10036,43832,2780,2300
0,12,41192,9476,8972,9992,43840,2784,2296
0,12,41180,9512,9012,10032,43772,2772,2432
0,12,41192,9468,8968,9992,43780,2776,2296
0,12,41132,9464,9008,10032,43828,2776,2340
0,12,41196,9480,9020,10040,43780,2784,2304
0,12,41244,9468,8964,9984,43824,2916,2300
0,12,41236,9468,9268,10028,43936,2776,2300
0,12,41240,9468,8968,10040,43780,2780,2340
0,12,41188,9472,9016,10040,43724,2780,2300
0,12,41136,9472,9016,10040,43624,2780,2344
0,12,41188,9472,9020,10040,43728,2784,2300
0,12,41184,9516,9016,10036,43780,2780,2340
0,12,41184,9520,9016,10036,43724,2780,2292
0,12,41292,9516,9020,10040,43668,2776,2296
0,12,41236,9516,9016,10036,43712,2768,2344
0,12,41240,9468,9016,9988,43728,2780,2300
0,12,42028,9520,9008,10028,43860,2772,2300
0,12,41388,9516,9012,10292,43868,2776,2340
0,12,41296,9476,9016,10036,43776,2780,2300
0,12,41292,9520,9016,10036,43776,2780,2344
0,12,41296,9524,9016,10036,43884,2780,2300
0,12,41336,9816,9012,10024,43928,2772,2296
0,12,41300,9464,8968,9988,43888,2776,2292
0,12,41184,9516,9016,10036,43780,2780,2344
0,12,41144,9472,9016,10040,43724,2776,2300
0,12,41184,9512,9016,10036,43884,2772,2340
0,12,41192,9472,8968,10040,43992,2776,2300
0,12,41196,9480,9020,10040,43996,2784,2304
0,13,56484,15440,14940,16216,56704,4228,3560
0,13,56436,15448,14892,16220,56600,4232,3564
0,13,56428,15440,14984,16216,56648,4228,3552
0,13,56436,15444,14936,16268,56648,4228,3560
0,13,56488,15444,14936,16220,56488,4236,3560
0,13,56380,15436,14940,16264,56220,4228,3560
0,13,56336,15396,14884,16212,56216,4236,3560
0,13,56280,15452,14892,16220,56388,4240,3564
0,13,56204,15440,14936,16624,57556,4228,3552
0,13,56124,15448,14892,16224,56124,4236,3520
0,13,56072,15448,14944,16224,55964,4236,3520
0,13,56012,15392,14888,16212,55956,4228,3560
0,13,56164,15392,14940,16624,56056,4228,3560
0,13,56180,15444,14892,16220,56016,4232,3516
0,13,56284,15388,14928,16204,55952,4424,3556
0,13,56176,15440,14940,16216,56012,4228,3512
0,13,56232,15396,14892,16224,56124,4240,3516
0,13,56224,15396,14892,16216,56224,4228,3516
0,13,56072,15448,14892,16224,56128,4236,3520
0,13,56064,15444,14940,16272,56064,4236,3560
0,13,56060,15444,14932,16208,57244,4228,3556
0,13,56120,15444,14936,16220,56232,4236,3560
0,13,56172,15440,14944,16268,56224,4232,3520
0,13,56164,15440,14932,16264,56164,4232,3696
0,13,56220,15440,14940,16216,56220,4228,3556
0,13,56212,15436,15280,16256,56320,4236,3560
0,13,56108,15440,14932,16260,56216,4228,3552
0,13,56004,15444,14932,16264,56064,4228,3556
0,13,56012,15388,14940,16216,56120,4228,3556
0,13,56004,15388,14888,16624,56060,4228,3552
0,14,71932,22100,21836,23588,69344,5736,4728
0,14,70740,22088,21840,23640,69496,5732,4724
0,14,70540,22092,21792,23596,69184,5732,4724
0,14,70432,22044,21796,23596,69084,5736,4728
0,14,70364,22040,21792,23592,69232,5732,4724
0,14,70368,22100,21796,23644,69448,5740,4732
0,14,70208,22044,21840,23592,69348,5736,4728
0,14,70152,22040,21740,23592,69232,5728,4724
0,14,70148,22092,21792,23636,69176,5728,4724
0,14,70100,22052,21792,23592,69400,5736,4728
0,14,70344,22084,21828,23580,69644,5972,4716
0,14,70360,22092,21788,23632,69336,5976,4724
0,14,70460,22648,21840,23580,69380,5732,4724
0,14,70532,22092,21792,23592,69340,5732,4724
0,14,71764,22100,21836,23588,69448,5736,4728
0,14,70640,22092,21844,23592,69396,5732,4728
0,14,70476,22048,21848,23592,69184,5736,4728
0,14,70376,22100,21796,23596,69032,5736,4728
0,14,70532,22048,21784,23588,69188,5732,4724
0,14,70364,22096,21840,23588,69288,5736,4728
0,14,70316,22092,21792,23540,69184,5732,4724
0,14,70156,22048,21796,23592,69240,5736,4728
0,14,70148,22040,21836,23580,69336,5972,4724
0,14,70252,22044,21792,23644,69608,5728,4724
0,14,70252,22040,21840,23588,69448,5728,4720
0,14,70260,22040,21840,23592,69288,5732,4724
0,14,70108,22052,21800,23596,69084,5740,4732
0,14,70104,22044,21792,23536,69240,5732,4724
0,14,70092,22032,21784,23584,69172,6016,4724
0,14,70000,22048,21792,23592,68920,5736,4728
0,15,84268,29492,29092,31096,77372,7332,6036
0,15,84520,29476,29176,31128,77560,7368,6360
0,15,84696,29484,29132,31136,77256,7376,6080
0,15,84700,29536,29128,31080,76884,7376,6080
0,15,84348,29492,29088,31036,76260,7380,6084
0,15,84132,29436,29028,30980,76260,7372,6032
0,15,84372,29492,29088,31140,77472,7332,6032
0,15,84112,29540,29088,31088,76940,7328,6084
0,15,84112,29492,29088,31040,77004,7328,6036
0,15,84256,29436,29040,31964,77088,7332,6040
0,15,84312,29536,29132,31184,77676,7336,6080
0,15,84684,29536,29128,31180,77836,7376,6084
0,15,86036,29532,29184,31136,77672,7332,6080
0,15,84644,29492,29132,31136,77356,7328,6036
0,15,84640,29480,29080,31132,77304,7372,6076
0,15,84688,29536,29180,31128,77520,7328,6080
0,15,84852,29588,29136,31136,77412,7380,6036
0,15,84644,29532,29180,31084,76988,7324,6080
0,15,84496,29488,29084,31032,76788,7328,6036
0,15,86000,29488,29080,31136,76992,7376,6036
0,15,84540,29484,29136,31132,77312,7328,6084
0,15,84424,29484,29128,31132,77148,7376,6036
0,15,84272,29436,29132,31084,77048,7328,6036
0,15,84228,29488,29088,31040,77056,7336,6036
0,15,84488,29488,29040,31092,77160,7332,6036
0,15,84796,29472,29120,31124,77088,7316,6356
0,15,84608,29492,29132,31084,76732,7332,6084
0,15,84928,29484,29136,31088,76732,7332,6036
0,15,85072,29484,29128,31132,77308,7332,6036
0,15,85392,29588,29184,31136,77728,7340,6084
0,16,100608,39432,38028,40412,86428,9540,7668
0,16,100880,38576,38120,40532,86968,9540,7672
0,16,100936,38624,38120,40476,89132,9488,7664
0,16,100956,38608,38208,40672,87376,9528,8084
0,16,100656,38724,38216,40580,86856,9540,7672
0,16,100132,38564,38116,40524,86280,9532,7668
0,16,99920,38572,38068,40532,86340,9540,7668
0,16,100292,38572,38068,40532,86864,9540,7668
0,16,100580,38672,38220,40684,87752,9544,7672
0,16,100836,38820,38324,40780,88280,9544,7672
0,16,100836,38772,38360,40832,88004,9536,7668
0,16,101124,38852,39364,40908,88400,9540,7716
0,16,101300,38868,38364,40828,88796,9592,7720
0,16,101144,38816,38412,40880,88416,9584,7720
0,16,101248,38852,38404,40812,88152,9528,8040
0,16,101036,38812,38408,40872,88208,9532,7712
0,16,101080,38852,38396,40864,88460,9572,8044
0,16,101296,38916,38416,40876,88892,9544,7720
0,16,101508,38916,38404,40876,88724,9580,7708
0,16,101524,38868,38420,40880,88372,9540,7720
0,16,101564,38848,38400,40860,88408,10012,7716
0,16,101520,38916,38412,40824,88476,9592,7720
0,16,101504,38964,38404,40924,88832,9580,7712
0,16,103120,38912,38460,40924,88940,9584,7712
0,16,101452,38916,38412,40872,88840,9580,7720
0,16,101876,38916,38460,40924,89052,9584,7712
0,16,101924,38964,38464,41024,89360,9584,7720
0,16,101948,38948,38544,41012,89712,10012,7712
0,16,102292,38972,38564,41032,89784,9544,7720
0,16,102504,38960,38564,41024,89728,9584,7720
0,17,111860,45876,45272,48140,93532,11092,8840
0,17,111700,45828,45216,48196,93260,11092,8792
0,17,111796,45876,45268,48244,93688,11092,8796
0,17,112272,45972,45376,48236,94096,11092,8840
0,17,112528,46020,45360,48232,94092,11136,8832
0,17,111896,45920,45312,48136,93676,11136,8840
0,17,111536,45828,45228,48196,93428,11092,8792
0,17,111876,45904,45256,48180,94028,11664,8832
0,17,111832,45860,45364,48240,93988,11140,8832
0,17,111004,45828,45276,48040,93380,11092,8792
0,17,111532,45824,45268,48192,93312,11092,8792
0,17,111784,45924,45316,48188,93776,11092,8784
0,17,111940,45920,45320,48236,94356,11136,8840
0,17,112092,45916,45368,48296,94416,11084,8788
0,17,112364,45972,45368,48340,94356,11088,8792
0,17,112120,46976,45412,48312,94276,11088,8828
0,17,112096,45972,45360,48236,94512,11088,8792
0,17,112460,46020,45360,48388,94560,11136,8840
0,17,112000,45872,45372,48240,94100,11088,8792
0,17,111580,45876,45316,48092,93680,11092,8796
0,17,111784,45872,45360,48240,93888,11088,8792
0,17,111852,47028,45360,48264,94328,11088,8828
0,17,112092,45968,45408,48236,94248,11136,8828
0,17,112116,45872,45364,48136,93892,11092,8840
0,17,112376,45872,45364,48240,94048,11092,8792
0,17,112748,45924,45424,48300,94528,11092,8796
0,17,112936,46016,45520,48384,94880,11088,8840
0,17,112892,46020,45408,48384,94556,11088,8832
0,17,112852,46016,45468,48236,94356,11088,8840
0,17,112684,45968,45360,48336,94404,11136,8832
0,18,120900,52292,51588,54876,97936,12500,9820
0,18,120752,52244,51484,54928,97564,12496,9820
0,18,120536,52248,51544,54924,97676,12504,9816
0,18,120788,52244,51596,55028,98196,12496,9820
0,18,120940,52292,51688,55076,98244,12496,9820
0,18,122676,52244,51592,55032,98096,12504,9816
0,18,120832,52292,51692,55024,98296,12496,9820
0,18,121036,52340,51688,55076,98612,12496,9820
0,18,120888,52292,51584,54972,98404,12496,9808
0,18,120892,52300,51688,55020,98200,12504,9816
0,18,121048,52348,51588,55028,98252,12500,9820
0,18,121196,52440,51684,55076,98712,12500,9812
0,18,121664,52388,51740,55176,99240,12496,9820
0,18,121612,52444,51792,55232,99348,12504,9820
0,18,121196,52344,51744,55128,98932,12504,9824
0,18,120900,52388,51784,55172,99500,12496,9816
0,18,120848,52444,51792,55280,99604,12504,9820
0,18,121016,52400,51792,55276,99508,12508,9820
0,18,121500,52388,51784,55276,99340,12496,9820
0,18,121812,52492,51888,55272,99708,12504,9816
0,18,122064,52544,51888,55372,100232,12500,9824
0,18,122220,52540,51836,55424,100336,12500,9816
0,18,121700,52492,51784,55272,99968,12504,9816
0,18,121280,52340,51736,55228,99500,12496,9820
0,18,120376,52292,51688,55180,99296,12496,9820
0,18,119892,52292,51684,55124,99296,12500,9816
0,18,119956,52248,51640,55136,98928,12452,9812
0,18,119916,52200,51596,55032,98680,12456,9772
0,18,120228,52240,51680,55076,100924,12496,9808
0,18,121116,52280,51676,55108,99336,13072,9816
0,19,130360,57752,56896,60952,104644,13584,10612
0,19,130500,57748,56988,61040,105156,13584,10656
0,19,130864,57852,57044,61096,105692,13636,10616
0,19,131140,57800,57040,61152,105476,13636,10664
0,19,130920,57780,57020,61076,104724,13612,11164
0,19,130824,57848,57040,61040,105052,13624,10656
0,19,131328,57900,57140,61296,105944,13632,10660
0,19,131760,59448,57236,61408,106312,13676,10660
0,19,131440,57996,57188,61292,106148,13636,10664
0,19,131120,57948,57188,61240,108312,13632,10660
0,19,131156,57944,57188,61340,106512,13636,10664
0,19,133368,57940,57184,61340,106140,13672,10652
0,19,131480,57996,57236,61340,106352,13632,10660
0,19,131944,58092,57284,61488,106932,13672,10660
0,19,132408,58136,57384,61640,107340,13680,10660
0,19,132420,58192,57384,61488,107140,13676,10656
0,19,132264,58140,57380,61484,106760,13624,10652
0,19,132208,58144,57340,61544,107140,13632,10664
0,19,132444,58236,57476,61632,110184,13672,10652
0,19,132072,58136,57428,61640,107916,13628,10704
0,19,131416,58124,57416,61624,107484,14204,10652
0,19,131800,58188,57440,61696,108076,13636,10664
0,19,132040,58232,57528,61788,108752,13676,10656
0,19,131680,58244,57436,61744,108396,13680,10660
0,19,131504,58156,57452,61560,107888,14632,10652
0,19,131052,58188,57436,61592,107708,13628,10656
0,19,133528,58180,57384,61588,107864,13676,10656
0,19,130912,58040,57332,61544,107188,13628,10656
0,19,130336,58036,57284,61496,106612,13628,10656
0,19,130300,57944,57184,61452,106304,13584,10612
0,20,137572,62612,61704,66428,109596,14612,11356
0,20,138300,62520,61564,66336,109188,14616,11360
0,20,138516,64080,61660,66344,109564,14664,11360
0,20,139344,62668,61764,66484,110236,14616,11360
0,20,141564,64120,61752,66492,110136,14612,11404
0,20,138436,62620,61664,66380,109864,14620,11356
0,20,138332,62676,61620,66384,109976,14624,11360
0,20,138220,62668,61660,66384,110076,14616,11360
0,20,137812,62472,61516,66280,109188,14616,11360
0,20,138716,62504,61596,66268,109280,14600,11872
0,20,138968,62668,61708,66376,109964,14616,11356
0,20,139428,62764,61808,66576,110912,14616,11360
0,20,139368,62816,61860,66632,110956,14568,11356
0,20,139160,62816,61808,66528,110856,14620,11360
0,20,138792,62664,61808,66428,110544,14568,11356
0,20,138836,62712,61752,66476,110592,14564,11356
0,20,139168,62772,61812,66480,110380,14576,11356
0,20,139180,62712,61808,66476,110072,14612,11356
0,20,139600,62820,61764,66524,110536,14624,11356
0,20,139700,62760,61852,66528,110592,14616,11360
0,20,139604,62816,61808,66428,110272,14616,11356
0,20,140224,62864,61908,66672,110944,14612,11356
0,20,140912,64620,62048,66680,111696,14664,11356
0,20,140796,62960,61952,66672,114056,14664,11356
0,20,140116,62864,61804,66576,111004,14616,11356
0,20,139928,62480,61520,66284,111140,14476,11216
0,20,142012,62284,61376,66152,110788,14380,11172
0,20,139584,62340,61380,66144,110584,14384,11172
0,20,139584,62384,61376,66144,110424,14432,11220
0,20,140064,62452,63064,66308,110904,14432,11220
0,21,117240,56552,57408,61996,102736,13632,10660
0,21,119404,56456,57364,62044,102532,13584,10612
0,21,117356,56556,57456,61992,102420,13588,10660
0,21,117732,56552,57404,62040,104792,13632,10660
0,21,118284,56748,57600,62240,103460,13628,10664
0,21,118468,56828,57680,62324,103860,13660,11172
0,21,118712,56844,57652,64092,103936,13632,10660
0,21,119332,56848,57756,62492,104500,13628,10664
0,21,119372,56936,57892,64076,104924,13672,10700
0,21,119460,56936,57844,62636,104856,13676,10704
0,21,119472,56936,57788,62532,104808,13620,10696
0,21,119420,56936,57796,62540,104756,13628,10656
0,21,119364,56936,57844,62532,104592,13624,10696
0,21,119692,56988,57796,62484,104648,13672,10708
0,21,120056,57040,57948,62532,104912,13680,10664
0,21,119848,57044,57892,62532,104752,13676,10704
0,21,119956,57032,57836,62480,104800,13672,10700
0,21,119952,57040,57848,62580,104804,13672,10704
0,21,120184,56936,57792,64280,104656,13668,10696
0,21,120440,57088,57844,62532,104756,13680,10708
0,21,121112,57136,57988,62628,105484,13676,10704
0,21,122456,57380,58184,63028,107308,13724,10752
0,21,123628,57664,58524,63368,108804,13760,10788
0,21,123632,57576,58424,63420,108916,13820,10800
0,21,123592,57576,58376,63272,108548,13776,10804
0,21,123376,57472,58328,63272,110924,13816,10796
0,21,121428,57132,57840,62628,106328,13728,10752
0,21,119720,56844,57552,62232,104140,13680,10708
0,21,119996,56840,57600,62236,103928,13680,10660
0,21,122344,57180,57884,62628,105900,13720,10748
0,22,122552,58536,59344,64444,107508,14148,11036
0,22,120932,58244,60712,64108,106700,14140,11072
0,22,118324,57660,58668,63664,106832,14052,10988
0,22,119364,57908,59016,64116,107020,14052,10988
0,22,120280,58252,59156,64208,106688,14100,11036
0,22,122440,58688,59596,64696,106860,14092,11080
0,22,123244,58888,59692,64740,107016,14100,11032
0,22,124032,59084,59888,64888,107056,14104,11032
0,22,124456,59084,59936,64988,107468,14104,11084
0,22,124088,58976,59836,64884,107156,14096,11032
0,22,123736,58984,59688,64684,106536,14100,11032
0,22,122864,58684,59492,64492,105288,14100,10988
0,22,122300,58636,59396,64344,104664,14056,10984
0,22,121876,58524,59324,64172,103548,14668,10980
0,22,120976,58352,59100,63944,104588,14000,10936
0,22,120752,58400,59212,63992,102528,14008,10892
0,22,120812,58400,59156,63996,102368,14008,10896
0,22,120732,58300,59160,65492,101976,13912,10840
0,22,120408,58304,59012,63804,101752,13912,10844
0,22,120768,58400,59104,63844,102112,13952,10888
0,22,109180,56928,57836,62376,97212,13864,10844
0,22,121236,58448,59148,64044,102264,13956,10888
0,22,121508,58544,59200,63940,102312,13960,10892
0,22,121708,58592,59300,64044,102620,13960,10896
0,22,121484,58572,59176,63868,102080,14668,10932
0,22,120980,58548,59152,63796,101956,13960,10848
0,22,120572,58400,59104,63744,101268,13956,10844
0,22,120684,58548,59152,63840,100944,13952,10888
0,22,122628,58884,59488,64436,105968,14048,10980
0,22,122688,60276,59664,64600,106088,14100,11032
0,23,165984,67668,65908,70656,110396,15128,11728
0,23,166052,67520,65860,70460,110256,15088,11728
0,23,166748,67628,65868,70512,110520,15088,11688
0,23,169164,67720,65960,70608,110512,15084,11680
0,23,166256,67732,65964,70612,110676,15088,11692
0,23,165352,67628,65864,70516,110096,15096,11684
0,23,165320,67532,65716,70316,109632,15088,11684
0,23,164920,67280,65616,70168,108860,15040,11684
0,23,164644,67328,65668,70216,108796,15040,11684
0,23,164024,67280,65520,70064,108336,15036,11680
0,23,163072,67032,65376,69920,107976,14988,11632
0,23,161580,66980,65276,69716,107564,14996,11632
0,23,159904,66648,65088,69528,108904,14952,11596
0,23,159964,66704,65040,69484,106648,14904,11600
0,23,160084,66796,65136,69684,107736,14952,11592
0,23,159140,66704,65140,69584,107064,14904,11600
0,23,158556,66408,64792,69184,105560,14852,11500
0,23,158132,66216,64556,68792,103848,14812,11456
0,23,158280,66216,64448,70184,102916,14804,11448
0,23,158748,66268,64504,68536,102952,14808,11500
0,23,159424,66456,64600,68628,103468,14900,11500
0,23,159896,66564,66412,68888,104096,14904,11548
0,23,158992,66464,64648,68784,103464,14856,11504
0,23,159624,66460,64696,68828,103928,14896,11548
0,23,161596,66804,66652,69436,106016,14944,11588
0,23,161200,66896,65136,69472,106264,14952,11588
0,23,162648,67092,65424,69876,107716,14948,11592
0,23,163372,67432,65872,70524,110112,14996,11692
0,23,162040,68936,65712,70484,109964,15044,11680
0,23,161688,67324,65768,70516,110416,15036,11684
0,24,169412,69284,67620,72784,114480,15420,11920
0,24,169540,69184,67516,72680,113844,15364,11916
0,24,169988,69184,67424,72484,113492,15420,11916
0,24,174540,69284,67524,72684,114428,15420,11916
0,24,172300,69376,67712,72776,114888,15460,11968
0,24,170368,69228,67420,72424,113168,15416,11916
0,24,169476,69084,67272,72224,112660,15420,11920
0,24,169492,69148,67184,72140,112508,15372,11924
0,24,169076,68992,67084,71976,111880,15372,11920
0,24,166716,68496,66840,71588,110540,15324,11824
0,24,163876,68256,66448,73100,109100,15224,11824
0,24,161100,67672,66012,70612,107188,15184,11740
0,24,158676,67380,65716,70208,105944,15132,11684
0,24,156616,67080,65416,69860,104860,15084,11680
0,24,154900,66744,65076,69476,103420,15036,11636
0,24,153504,66432,64668,68800,101588,15612,11584
0,24,151500,65956,64340,70332,99856,14944,11540
0,24,150112,65768,64156,68292,99812,14900,11500
0,24,150564,65912,64244,68480,100428,14944,11492
0,24,150684,65764,64308,68548,100332,14952,11500
0,24,149800,65668,64108,68244,99448,14896,11452
0,24,148420,65524,64068,68104,99200,14908,11456
0,24,147876,65572,64012,68148,99248,14908,11460
0,24,148052,65520,63956,67940,98776,14904,11452
0,24,148352,65480,63820,67804,98156,14860,11416
0,24,149920,65676,63860,67788,97356,14860,11400
0,24,151116,65832,63916,67736,96936,14860,11408
0,24,151956,66020,64004,67824,97132,14900,11452
0,24,154044,66312,64448,68476,98892,14952,11500
0,24,155440,66972,65212,69552,102392,15024,12108
0,25,171188,70980,69268,74848,117220,15792,12200
0,25,171204,70884,69120,74596,117076,15740,12152
0,25,174320,70788,69024,74496,115664,15744,12204
0,25,169848,70552,68688,73948,114484,15704,12152
0,25,169080,72060,68532,73708,116296,15696,12104
0,25,168548,70360,68492,73756,113292,15652,12108
0,25,167992,70104,68296,73512,112140,15652,12108
0,25,166268,69920,68056,73220,111224,15608,12012
0,25,164388,69620,67756,72712,109556,15608,12012
0,25,162028,69232,67368,72220,107960,15508,11968
0,25,162100,69136,67224,72076,107764,15516,11968
0,25,160940,68972,67056,71860,106428,16180,11916
0,25,161700,68548,66584,71224,103852,15416,11864
0,25,157272,68304,66344,70784,102880,15324,11824
0,25,158344,68448,66688,71336,104596,15368,11828
0,25,158632,68696,66784,71532,105532,15416,11868
0,25,160788,69036,67372,72332,108332,15468,11924
0,25,162648,69716,67960,73224,111432,15552,12012
