Angle,Distance,Outer Left,Left,Centre,Right,Outer Right,Bump Left,Bump Right
80,10,116560,67380,63020,63716,78500,17636,12996
80,10,116064,67144,62780,63328,78000,17548,12948
80,10,115516,66868,62608,63212,77776,17528,13552
80,10,115168,66948,62584,63080,77600,17504,12896
80,10,114720,66920,62608,63208,77464,18356,12896
80,10,115152,67192,62924,63432,77624,17504,12896
80,10,116460,67532,63168,63724,78188,17552,12992
80,10,116628,67532,63168,63716,77864,17544,12996
80,10,116740,67644,63164,63624,77868,17552,12944
80,10,117664,67928,63408,64008,78360,17636,12988
80,10,118188,68080,63608,64112,78668,17640,12996
80,10,117880,67936,63364,63920,78584,17648,12996
80,10,116516,67480,63012,63568,78028,17588,12988
80,10,115404,67340,62924,63524,77880,17544,12900
80,10,115320,67636,63216,63876,78284,17548,12952
80,10,115564,67668,63360,64112,78472,17588,12992
80,10,116488,68060,63700,64504,79080,17636,13036
80,10,117228,68252,63892,64752,81272,17684,13080
80,10,118752,68700,64240,65040,79776,17736,13088
80,10,118976,68556,64184,64944,79568,17736,13088
80,10,119568,68600,64084,64944,79620,17780,13088
80,10,119476,68620,63996,64600,79476,17740,13088
80,10,119404,68432,63700,64304,79184,17688,13040
80,10,119884,68272,63744,64356,79188,17688,13040
80,10,120196,68476,63900,64404,79388,17740,13088
80,15,117196,68876,65616,67380,75200,17640,12996
80,15,117972,69016,65916,67772,75656,17696,13040
80,15,116552,68664,65664,67432,75364,17640,13040
80,15,114264,67832,64940,66748,74420,17496,12948
80,15,113780,67784,64884,66652,74484,17500,12948
80,15,113352,67732,64736,66600,74316,17540,12992
80,15,114516,68508,65620,67376,74780,17688,13088
80,15,112884,67736,64784,66552,73692,17596,12992
80,15,111732,67344,64444,66200,73348,17544,12992
80,15,110484,66992,64200,65860,72688,17500,12900
80,15,110816,67100,64156,65916,72264,17456,12852
80,15,110016,66784,63888,65444,71852,17432,13500
80,15,108712,66224,63376,64984,70864,17360,12812
80,15,107984,65984,63132,64648,70620,17264,12764
80,15,106972,65624,62888,64492,70852,17264,12764
80,15,105492,65076,62592,64252,70564,17216,12712
80,15,105616,65188,62492,64056,70036,17216,12660
80,15,105556,65064,63928,63880,69488,17172,12624
80,15,105912,65136,62332,63596,69144,17152,13272
80,15,106148,66852,62496,63912,69376,17128,12624
80,15,106476,65492,62696,64156,69820,17172,12616
80,15,108720,66284,63280,64732,70448,17264,12708
80,15,109420,66696,63380,64736,70392,17272,12712
80,15,109312,66636,63524,64888,70172,17268,12716
80,15,109888,67128,63912,65472,71448,17312,12760
80,15,112240,68268,65376,67340,76228,17548,12992
80,15,111416,68264,65380,67392,74544,17548,12996
80,15,110292,67888,64992,66856,73788,17456,12904
80,15,110692,68068,65184,67248,76136,17496,12900
80,15,111700,68460,65672,67736,75360,17596,12992
80,20,111976,67344,64652,66516,74672,17268,12812
80,20,110940,67000,64308,66172,74012,17312,12764
80,20,108932,66208,63572,65380,72376,17164,12660
80,20,107452,65688,62996,64656,71276,17080,12580
80,20,106260,65184,62652,64268,70624,16980,12528
80,20,105660,64924,62304,65436,70080,16932,12476
80,20,105328,64628,61928,63388,69264,16848,12396
80,20,94920,60788,58496,59756,65212,16656,12196
80,20,100816,63776,61336,62848,68312,16748,12288
80,20,103636,64344,61728,64964,69128,16796,12344
80,20,103296,64216,61724,63288,69168,16836,12384
80,20,102476,63876,61384,62896,68624,16748,12336
80,20,100660,63244,60948,62264,67828,16656,12252
80,20,99860,63036,60752,62164,67784,16656,12204
80,20,99036,62008,59780,61332,67120,16560,12152
80,20,102176,63908,61628,63188,69232,16792,12380
80,20,101368,63528,61080,62496,68264,16884,12480
80,20,101628,63492,60900,62256,67396,16708,12244
80,20,101312,63444,60896,62100,67184,16696,12292
80,20,101796,63600,61000,62264,67296,16704,12252
80,20,103524,64240,61328,62596,67724,16796,12340
80,20,106108,65116,62160,63472,69020,16928,12428
80,20,107116,65700,62800,64260,70028,17032,12524
80,20,108144,66288,63336,64896,72664,17128,12576
80,20,109184,66772,63872,65632,72152,17176,12668
80,20,110760,67632,64844,66908,74644,17356,12808
80,20,111880,68116,65328,67492,75708,17448,12904
80,20,112008,68256,65572,67736,76264,17448,12900
80,20,111564,68244,65572,67940,76684,17496,12944
80,20,110828,68156,65480,67748,76592,17452,12948
80,25,115844,69300,66832,69300,80372,17876,13272
80,25,115088,69292,66728,69396,80048,17916,13316
80,25,114732,68916,68160,68916,78936,17780,13228
80,25,116004,69296,66928,69404,80048,17920,13280
80,25,117084,69552,66928,69348,79784,17920,13320
80,25,115212,68728,66156,68320,77952,17784,13232
80,25,115616,68768,66200,68564,78308,17872,13232
80,25,117064,69316,66740,69004,79332,17924,13324
80,25,118828,69948,67220,69540,80340,18016,13372
80,25,120004,70176,67560,70124,81404,18108,13460
80,25,119004,69984,67312,69984,81368,18060,13408
80,25,116216,69112,68304,68908,79240,17920,13324
80,25,114392,68336,65756,67820,77192,17780,13180
80,25,113060,67960,65276,67236,76072,17688,13088
80,25,110860,67028,64344,66200,74144,17588,12988
80,25,110176,66604,63912,65572,73088,17456,12904
80,25,111292,67188,64396,66260,74092,17548,12952
80,25,112320,67524,64836,66648,74796,17592,12992
80,25,112560,67656,64912,66776,74660,17624,13740
80,25,111004,67164,64428,66184,73912,17528,13548
80,25,110464,66940,64248,65908,73424,17500,12896
80,25,110720,67036,64348,66056,73468,17496,12904
80,25,109584,66752,63956,65720,72812,17456,12900
80,25,108636,66216,63424,64880,71600,17356,12804
80,25,107996,66016,63216,64784,71496,17356,12804
80,25,100064,64600,63772,63620,69392,17260,12756
80,25,105928,65220,62400,65424,69744,17172,12620
80,25,105696,65100,62396,63756,69684,17172,12664
80,25,107280,65548,62740,64096,70076,17224,12668
80,25,109044,66304,63504,65068,71732,17344,13368
80,30,122268,72948,70232,73724,89064,18768,13884
80,30,122624,72256,69648,72932,87640,18672,13832
80,30,120216,72060,69600,72988,87064,18624,13832
80,30,119224,71720,69352,72644,86724,18620,13784
80,30,118144,71420,69008,72196,85848,18576,13740
80,30,117020,70888,68576,71716,84944,18488,13644
80,30,116356,70552,68288,71480,84708,18440,13652
80,30,116620,72468,68420,71552,84920,18436,13644
80,30,116760,70788,68476,71516,85060,18484,13692
80,30,115408,70400,68132,71120,84244,18436,13648
80,30,115292,70496,68228,71320,84028,18436,13648
80,30,116020,70944,68576,71664,84372,18436,13648
80,30,114060,70164,67792,70828,83004,18396,13648
80,30,112168,69380,67016,69900,81656,18252,13512
80,30,113044,69772,67364,70296,82152,18256,13508
80,30,115972,70844,68476,71564,84056,18436,13640
80,30,116576,71228,68964,72056,84440,18436,13640
80,30,116348,71252,70496,71764,83836,18344,13604
80,30,116536,71288,68920,71960,84136,18344,13596
80,30,117272,71728,69416,72708,85520,18488,13700
80,30,118160,72156,69996,73404,86740,18536,13788
80,30,119768,72828,70312,73708,87100,18652,14436
80,30,117796,71216,68648,71936,84696,18068,13228
80,30,120572,73004,70284,73368,86020,18628,13740
80,30,121368,73248,70428,73556,88216,18624,13780
80,30,122728,73696,70784,74012,86608,18680,13792
80,30,123292,73940,70968,74148,87064,18720,13832
80,30,123816,73996,72828,74304,87328,18720,13832
80,30,123756,74040,71120,74296,87320,18720,13880
80,30,124180,74136,71220,74500,87680,18776,13884
-60,10,76508,37612,44308,50120,70680,14972,12532
-60,10,76656,37660,44400,50168,70936,15012,12572
-60,10,76564,37564,44304,50072,70520,15020,12528
-60,10,76376,37568,44164,49928,69960,14976,12488
-60,10,76568,37492,44184,49852,69824,15636,12520
-60,10,76496,37568,44160,49824,69592,14976,12488
-60,10,76396,37464,44056,49728,69280,14976,12476
-60,10,76756,37512,44204,49872,69588,14968,12528
-60,10,76792,37608,44256,49920,70160,15016,12528
-60,10,76644,37460,44200,49872,69848,14972,12524
-60,10,76808,37516,44208,49924,69744,14976,12528
-60,10,73152,36460,42092,48428,66032,14504,11968
-60,10,76344,37368,44008,49680,69388,14976,12476
-60,10,76332,37368,43960,49524,70240,14924,12436
-60,10,76076,37272,43816,49272,68092,14880,12432
-60,10,75668,37224,43660,49028,67420,14876,12388
-60,10,75264,37124,43464,48716,66692,14784,12288
-60,10,76160,37036,43372,48576,66128,14784,12292
-60,10,74640,36936,43280,49560,65580,14740,12200
-60,10,74680,36840,43232,48384,65568,14688,12204
-60,10,74480,36840,43132,48284,65256,14696,12200
-60,10,74076,36740,42936,47984,64428,14640,12152
-60,10,73680,36548,42736,47684,63704,14596,12060
-60,10,73448,36500,42492,47332,63040,14552,12008
-60,10,73544,36504,42592,47384,63300,14556,12060
-60,10,73700,36456,42644,47540,63456,14600,12060
-60,10,73708,36456,42600,47432,63356,14548,12060
-60,10,73252,36408,42448,47188,62688,14512,11968
-60,10,73060,36312,42304,47040,62220,14464,11968
-60,10,73000,36320,42408,47144,62432,14460,11968
-60,15,73240,53560,53560,55520,58740,15896,12016
-60,15,73184,53668,53716,55524,58740,15852,11968
-60,15,72412,53272,53320,55120,58232,15752,11868
-60,15,71456,52836,52836,54696,57436,15668,11832
-60,15,70904,52492,53948,54468,57152,15612,11728
-60,15,70940,52544,52652,54400,57192,15616,11736
-60,15,70580,52392,52492,54248,56720,15560,11724
-60,15,70368,52212,52156,53700,55704,15476,11684
-60,15,70292,52012,51956,53300,55036,15428,11592
-60,15,70056,51968,51768,53112,54532,15384,11548
-60,15,70336,52020,51772,53052,54372,15384,11548
-60,15,70592,52216,51864,52992,54204,15376,11540
-60,15,71124,52412,51964,53088,54036,15424,11540
-60,15,71552,52564,52060,53080,53876,15424,11544
-60,15,71648,52664,52208,53280,54232,15432,11596
-60,15,71788,52860,52412,53584,54588,15484,11600
-60,15,72016,53096,52592,53820,55032,15468,11632
-60,15,72444,53324,52916,54256,55572,16388,11684
-60,15,72616,53440,53036,54368,55788,15568,11732
-60,15,72604,53484,53032,54464,55992,15612,11728
-60,15,72304,54648,53088,54444,55860,15612,11732
-60,15,72540,53480,53180,54512,56048,15608,11732
-60,15,72980,53824,53468,54956,56856,15660,11776
-60,15,73168,53864,53660,55208,57108,15700,11820
-60,15,72956,53868,53616,55268,57104,15708,11776
-60,15,72856,53824,53616,55160,57008,15708,11828
-60,15,72924,53880,53480,55120,56964,15668,11784
-60,15,73116,53860,53612,55208,57216,15700,11816
-60,15,73720,54208,53960,55544,57820,15804,11876
-60,15,74192,54460,54112,55804,58228,15808,11924
-60,20,79884,55948,53360,53308,52300,15620,11452
-60,20,80128,56132,53660,53556,52700,15720,11508
-60,20,79716,55932,53460,53460,52400,15668,11500
-60,20,82152,57020,54552,54704,54096,15840,12244
-60,20,85264,60084,56544,57252,57872,16232,11964
-60,20,85016,58548,56156,56764,57176,16184,11920
-60,20,83932,58004,55708,56212,56528,16132,11868
-60,20,85196,58780,56400,57104,57832,16284,11968
-60,20,84356,58584,56200,56804,57532,16228,11968
-60,20,83344,58060,55720,56216,56532,16132,11872
-60,20,83076,57952,55668,56272,56688,16132,11872
-60,20,83652,58048,55812,56316,56732,16132,11916
-60,20,83380,57932,56984,56112,56516,16140,11876
-60,20,82164,57472,55276,55576,55780,16036,11768
-60,20,81376,57108,54800,55104,54900,15956,11692
-60,20,81416,57096,54840,55156,54940,15944,11684
-60,20,81224,56964,54648,54856,54600,15900,11684
-60,20,81668,57028,54692,54944,55976,15944,11684
-60,20,82448,57212,54896,55100,54896,15952,11732
-60,20,82312,57076,54608,54912,54556,15952,11692
-60,20,81132,56548,54128,54232,53520,15804,11588
-60,20,80068,55976,53652,53652,52800,15672,11496
-60,20,79384,55668,53400,53452,52548,15668,11500
-60,20,78528,55344,53080,52976,51820,15568,11400
-60,20,77776,54912,52540,52436,51180,15476,11356
-60,20,77380,54680,52312,52108,50640,15436,11268
-60,20,77092,54396,52028,51712,50152,15384,11264
-60,20,76908,54264,51784,51372,49808,15336,11212
-60,20,77244,54388,51904,51700,50132,15376,11824
-60,20,77872,54748,52264,51856,50544,15436,11264
-60,25,81596,56472,53944,53836,53332,15616,11496
-60,25,81276,56416,53840,53840,53328,15708,11496
-60,25,81476,56572,53988,53832,53428,15716,11452
-60,25,81112,56372,53788,53788,53384,15720,11452
-60,25,80724,56200,53632,53532,54408,15668,11452
-60,25,81004,57388,53648,53540,53092,15664,11404
-60,25,81096,56132,53604,53448,52792,15668,11404
-60,25,81024,56012,53324,52964,52252,15620,11360
-60,25,81212,55872,53188,52872,51912,15580,11316
-60,25,81560,56176,53376,53064,52212,15624,11360
-60,25,82172,56508,53720,53356,52652,15668,11404
-60,25,82860,57044,54244,53932,53428,15768,11500
-60,25,83712,57404,54716,54512,54208,15852,11592
-60,25,83788,57696,54900,54900,54544,15948,11588
-60,25,83568,57744,55004,55004,54696,15900,11592
-60,25,84284,58088,55288,55288,55188,16004,11640
-60,25,84740,58376,55580,55632,55632,16048,11688
-60,25,85616,58612,55872,55972,55972,16092,11780
-60,25,86404,58908,56008,56060,56220,16132,11776
-60,25,87132,59104,56208,56412,56512,16188,11832
-60,25,87236,59208,56308,56360,56460,16140,11824
-60,25,87252,59328,56404,56404,57848,16188,11824
-60,25,89032,59484,56592,56696,57008,16232,11864
-60,25,86984,59220,56404,56452,57900,16188,11824
-60,25,85776,58764,55964,55964,55964,16092,11776
-60,25,85816,58864,56016,56168,56168,16092,11784
-60,25,86680,59180,56460,56712,56968,16188,11828
-60,25,87320,59768,56948,57252,57660,16236,11876
-60,25,88800,60228,57520,58032,58744,16372,11968
-60,25,91072,61044,58360,58964,60204,16516,12108
-60,30,90892,60696,57568,57880,58852,16416,12012
-60,30,91500,60880,57864,58212,59348,16468,12056
-60,30,93352,61812,58816,59320,61076,16636,12800
-60,30,93740,61880,58888,59492,61248,16660,12204
-60,30,93344,61696,58588,59092,60536,16604,12192
-60,30,92916,61268,58256,58604,59896,16560,12108
-60,30,94640,61328,58208,58508,59740,16560,12108
-60,30,92768,61224,58156,58456,59700,16560,12108
-60,30,91640,60748,57716,57820,58848,16420,12052
-60,30,90756,60460,57376,57524,58456,16420,11968
-60,30,89900,60084,56992,57040,57704,16328,11920
-60,30,89504,59848,56744,56744,57112,16240,11876
-60,30,89348,59752,56644,56748,56960,16232,11824
-60,30,91168,59900,56796,56796,57108,16280,11872
-60,30,89300,59816,56608,56608,56916,16236,11876
-60,30,89564,59804,56692,56748,56960,16232,11872
-60,30,92236,59996,56884,56940,57256,16276,11864
-60,30,89800,60040,56936,56936,57308,16284,11916
-60,30,89960,60200,56984,57084,59144,16324,11916
-60,30,90124,61656,57132,57132,57856,16328,11916
-60,30,90820,60524,57496,57800,58628,17276,12008
-60,30,90728,60596,57616,57872,58696,16420,12008
-60,30,90048,60232,57144,57292,57904,16284,11916
-60,30,90296,60316,57176,57380,58000,16372,11960
-60,30,90660,60528,57428,57536,58256,16376,11968
-60,30,91240,60616,57524,57676,58400,16376,12012
-60,30,91500,60716,57576,57676,58452,16420,12016
-60,30,91916,60916,59224,57908,58812,16464,12052
-60,30,91892,60896,57760,57860,58892,16464,12052
-60,30,92080,60872,59180,57968,58924,16468,12060
-80,10,82708,55704,54340,55808,55756,16132,11776
-80,10,82124,55384,54092,54040,55224,16080,12292
-80,10,81440,54976,53620,53516,54340,15948,11636
-80,10,81236,54816,53512,53360,54020,15936,12200
-80,10,80820,54620,53476,53424,54200,15900,11592
-80,10,74576,52640,51620,52744,52224,15624,11308
-80,10,79888,54224,53132,53184,53748,15856,11500
-80,10,79828,54328,53228,53228,53904,15816,11544
-80,10,78816,53744,52696,52644,53008,15716,11452
-80,10,78336,53320,52164,52060,52216,15624,11356
-80,10,79520,53320,52212,52060,52264,15620,11356
-80,10,78228,53328,52160,52060,52160,15624,11360
-80,10,78280,53268,52016,53208,51768,15580,11316
-80,10,78496,53432,52220,52008,52008,15620,11356
-80,10,80096,53624,52360,52156,52256,15616,11356
-80,10,80016,53492,52172,51968,51860,15624,11356
-80,10,78552,54780,52032,51624,51424,15624,11312
-80,10,78992,53764,52288,51872,51672,15624,11360
-80,10,79848,54236,52764,52452,52396,15720,11452
-80,10,80592,54664,53284,53084,53284,15816,11500
-80,10,81332,55180,53820,53716,54180,15956,11592
-80,10,82540,55740,54496,54496,55424,16048,11732
-80,10,83232,56112,54884,55084,56224,16184,11772
-80,10,83352,56184,55056,55256,56556,16212,12476
-80,10,82964,56072,54940,55040,56436,16144,11780
-80,10,83156,56212,55032,55232,56688,16236,11832
-80,10,83508,56352,55224,55424,56984,16232,11868
-80,10,83560,56452,55224,55424,57040,16232,11876
-80,10,83348,56304,55124,55424,56992,16232,11872
-80,10,82948,56060,54936,55236,56752,16236,11832
-80,15,86648,58512,55612,55412,55824,16368,11820
-80,15,86388,58520,55620,55420,55824,16332,11876
-80,15,86560,58524,55624,55416,55624,16328,11828
-80,15,87920,59184,56400,56300,56816,16472,11968
-80,15,89028,59812,56932,56932,57964,16564,12060
-80,15,90084,60220,57476,57724,59220,16664,12160
-80,15,90612,60636,57948,58308,60104,16800,12252
-80,15,90088,60548,57852,58160,59908,16752,12200
-80,15,90160,60452,57652,57956,59500,16748,12196
-80,15,90236,61932,57656,57956,59400,16748,12196
-80,15,88196,59568,58096,56876,57884,16560,12060
-80,15,86876,59012,56152,57424,56756,16420,11968
-80,15,88172,59656,56828,56828,57860,16516,12060
-80,15,91000,60216,57512,57612,59056,16652,12148
-80,15,89044,59936,57124,57424,58456,16660,12108
-80,15,88440,59544,56724,56828,58016,16560,12052
-80,15,87788,59488,56788,56988,58424,16616,12060
-80,15,87960,59440,56736,56840,58284,16572,12060
-80,15,89120,59248,56436,56536,57724,16512,12008
-80,15,86928,58996,56348,56496,57632,16472,12008
-80,15,86452,58852,56244,56444,57580,16464,12012
-80,15,85236,58328,55768,55868,56696,16332,11876
-80,15,84096,57736,55272,55372,55992,16236,11824
-80,15,83072,57308,54840,54840,55408,16140,11736
-80,15,82592,56816,54452,54452,54760,16048,11684
-80,15,82344,56792,54256,54156,54360,16052,11640
-80,15,82196,56696,54304,55640,54404,16040,11636
-80,15,82440,56884,54360,54256,54460,16048,11640
-80,15,82172,56888,54356,54248,54460,16048,11644
-80,15,82340,57056,54640,54640,55052,16088,11684
-80,20,98284,63280,60720,61628,65024,17316,12616
-80,20,97824,63688,60780,61940,65848,17268,12672
-80,20,97388,63352,60436,61444,64936,17224,12580
-80,20,98248,64072,61268,62424,66760,17316,12712
-80,20,97996,63876,61168,62276,66408,17312,12672
-80,20,98448,64224,61316,62672,66912,17316,12716
-80,20,98216,64268,61460,62716,67104,17364,12712
-80,20,98664,64216,61408,62672,66964,17360,12720
-80,20,99136,64320,61404,62516,67056,17404,12712
-80,20,100576,64024,61064,62268,66396,17360,12712
-80,20,97252,63316,60292,61040,64528,17172,12572
-80,20,97072,63016,59996,60752,63912,17176,12520
-80,20,98496,63648,60528,61384,65288,17264,12620
-80,20,98152,63408,60384,61192,64732,17220,12628
-80,20,96736,62788,59612,60316,63524,17128,12480
-80,20,96048,64028,59608,60412,63812,17080,12484
-80,20,96208,62756,59944,60900,66336,17168,12576
-80,20,95556,62660,59848,60904,64612,17180,12528
-80,20,94524,62172,61040,60632,64232,17080,12520
-80,20,93308,61816,59368,60276,63976,16980,12432
-80,20,93564,61864,59408,60524,64128,16988,12436
-80,20,93432,61776,59264,60172,63560,16988,12388
-80,20,93316,61588,58828,59832,62852,16944,12336
-80,20,93328,61492,58776,59684,62704,16892,12340
-80,20,93584,61696,58980,59788,62908,16944,12388
-80,20,94268,61944,59024,59832,63052,16988,12388
-80,20,93464,61688,58876,59680,62900,16988,12380
-80,20,92900,61392,58676,59532,62708,16936,12336
-80,20,94216,62076,59360,60268,63976,17032,12488
-80,20,94900,62328,61092,60632,64488,17080,12524
-80,25,98584,64320,61412,62716,67588,17364,12708
-80,25,100272,64172,61264,62620,67332,17312,12708
-80,25,99060,64364,61460,62920,67736,17364,12716
-80,25,99788,64660,61756,63168,68144,17412,12764
-80,25,100912,65088,62136,63652,68784,17504,12804
-80,25,101496,65140,62236,63696,68940,17496,12856
-80,25,101888,65200,62288,65256,68896,17500,12848
-80,25,101472,65052,62040,63404,68428,17500,12856
-80,25,101208,64996,62044,63404,68484,17456,12804
-80,25,102160,65540,62532,63992,69488,17556,12856
-80,25,102652,65828,62924,64536,70464,17604,12948
-80,25,102764,65732,64440,64540,70524,17644,12948
-80,25,102080,65476,62628,64236,70008,17596,12896
-80,25,101684,65340,62436,63996,69824,17556,12904
-80,25,101764,65380,62580,64140,70064,17596,12904
-80,25,101456,65272,62532,64088,69864,17548,12896
-80,25,101192,65176,62380,64044,69816,17592,12900
-80,25,100356,64884,62244,63904,69676,17504,12856
-80,25,101144,64484,61896,63560,69336,17452,12852
-80,25,99012,64344,61748,63312,68872,17408,12808
-80,25,99808,63892,61308,62860,68112,17404,12752
-80,25,96832,63328,60732,62144,67016,17224,12624
-80,25,96952,63332,60628,61836,66492,17268,12620
-80,25,97992,63440,60628,61736,65756,17216,12616
-80,25,98940,63832,60612,61620,65680,18080,12572
-80,25,98588,63752,60632,61640,65812,17172,12620
-80,25,99524,64320,61416,62672,69116,17364,12712
-80,25,100212,64992,62192,63652,68996,17452,12808
-80,25,100100,65328,62528,64192,70068,17496,12852
-80,25,100764,65516,62820,64488,70684,17596,12900
-80,30,107300,67748,65884,68780,81372,18344,13552
-80,30,107340,67692,65928,69028,81840,18296,13596
-80,30,106904,67692,65984,69240,82048,18344,13596
-80,30,106348,67452,65736,68892,81444,18256,13556
-80,30,104632,66920,65156,68364,80592,18160,13464
-80,30,103584,66612,64960,68064,80240,18108,13408
-80,30,104260,66816,65156,68260,80540,18160,13412
-80,30,104196,66808,65192,68408,80584,18148,13456
-80,30,103848,66576,66776,68220,80344,18152,13416
-80,30,103592,66620,64952,67956,79924,18108,13408
-80,30,103548,66572,64904,67908,79608,18104,13364
-80,30,103876,66620,64908,67912,79456,18064,13364
-80,30,104776,66972,65056,67952,79440,18112,13412
-80,30,105244,67160,65196,68088,79576,18156,13412
-80,30,105500,67364,65400,68284,79784,18208,13464
-80,30,105740,67508,65444,68536,80032,18204,13456
-80,30,106216,67696,65780,68724,82272,18248,13456
-80,30,106748,67892,66036,69236,81472,18252,13556
-80,30,106384,67840,65928,69080,81100,18248,13548
-80,30,105776,67556,65692,68792,80492,18204,13508
-80,30,105468,67456,65692,68692,80184,18204,13464
-80,30,105272,67460,65596,68492,79876,18156,13460
-80,30,105032,67212,65348,68244,79208,18108,13416
-80,30,107580,67360,65296,67984,78948,18152,13412
-80,30,105772,67268,65156,67836,78112,18112,13364
-80,30,105396,67024,64908,69240,77412,18060,13324
-80,30,105176,67076,64864,67336,77088,18012,13320
-80,30,106340,67372,65108,67576,77172,18064,13316
-80,30,107868,67768,65160,69116,76652,18064,13364
-80,30,108424,67952,65012,67124,75752,18064,13324
